theta1,theta2,theta3,theta4,theta5,theta6,theta7,x,y,phi
0.14,-2.0,0.39,0.41,-1.51,-1.35,-0.08,-2.28,-4.42,-229.18
0.67,-2.91,0.19,1.83,-1.38,0.28,-3.11,1.55,-5.69,-253.82
0.33,-2.77,-1.4,0.37,-0.8,0.56,-2.03,-4.86,6.51,-328.88
1.98,-0.33,-1.29,1.26,-2.45,-0.57,-2.36,1.1,5.3,-215.43
1.96,-1.98,-1.02,1.65,-1.48,-0.23,-3.01,6.2,-0.54,-235.49
0.94,-2.72,-0.26,1.88,-1.21,0.63,-1.62,2.86,-8.95,-135.22
1.78,-0.28,-0.1,0.4,-2.46,0.27,-0.36,5.63,5.65,-42.97
2.27,-0.63,-0.5,0.27,-2.24,0.37,-1.48,2.69,3.86,-111.15
2.02,-0.12,-0.11,0.47,-2.47,-0.09,-1.49,0.26,5.29,-102.56
0.87,-0.23,0.85,0.87,-1.55,-0.42,-2.73,4.34,8.62,-134.07
0.12,-2.55,1.21,2.06,-2.67,0.26,0.51,3.7,-8.92,-60.73
0.15,-1.6,0.14,0.41,-2.57,0.83,-0.45,-2.08,-7.01,-177.04
1.66,-0.29,-0.98,2.53,-1.13,-0.86,-3.05,-0.2,8.75,-121.47
1.68,-1.81,0.96,2.34,-0.97,0.05,-3.01,0.17,6.18,-43.54
2.25,-1.07,-0.44,0.6,-2.27,-0.3,0.7,6.29,2.75,-30.37
0.75,-1.37,-0.83,1.21,-0.38,0.58,0.76,13.01,-2.73,41.25
0.7,-2.62,-0.61,3.04,-1.54,0.21,0.09,6.05,-6.59,-41.83
2.05,-1.77,-1.42,2.96,-1.71,1.18,-0.92,7.19,6.64,21.2
2.25,-2.2,-0.88,0.06,-0.01,-1.43,-2.73,5.26,-2.84,-283.04
3.06,-2.69,-0.65,2.57,-0.66,-0.67,-0.98,4.38,6.79,-1.15
2.19,-2.14,0.06,3.04,-0.21,-1.1,1.28,-4.58,5.38,178.76
2.98,-0.64,1.02,2.6,-0.21,-0.33,-2.98,-2.41,-0.69,139.8
2.53,-0.79,-0.95,1.5,-0.54,-0.9,-1.76,0.38,9.92,-52.14
2.39,-0.28,-0.64,1.73,-2.13,0.05,0.34,-2.79,13.12,83.65
1.15,-1.32,-0.2,0.28,-1.11,1.24,-1.81,11.22,-3.95,-101.41
3.02,-2.15,1.02,2.17,-1.46,-0.64,-2.54,-4.17,4.83,-33.23
0.35,-0.95,0.79,2.33,-1.47,1.21,0.52,2.15,6.36,159.28
1.45,-1.38,-1.57,0.76,-2.25,0.29,-0.86,-2.2,-1.95,-203.97
2.68,-0.72,0.97,1.98,-0.59,-0.75,0.12,-10.5,-3.15,211.42
0.67,-2.49,0.77,2.4,-2.24,-1.39,-0.6,0.66,-5.09,-165.01
2.05,-2.43,1.56,0.91,-0.42,0.68,0.81,-3.62,9.99,181.05
2.39,-1.84,-0.24,2.5,-0.23,0.79,-1.78,-4.28,7.86,91.1
0.68,-1.87,-1.03,0.07,-0.07,1.0,-1.6,-3.03,-9.96,-161.57
1.02,-2.12,1.46,2.37,-2.0,-0.17,0.39,7.93,6.81,54.43
0.51,-1.04,-0.29,0.68,-0.23,-1.25,-2.46,9.25,-3.6,-233.77
0.65,-2.36,-0.54,0.05,-2.88,0.57,-1.05,0.87,1.51,-318.56
2.1,-2.89,-0.29,1.2,-2.55,1.29,-1.23,1.52,-7.17,-135.79
0.67,-0.42,-0.91,0.79,-1.78,-0.46,1.07,8.62,-5.83,-59.59
1.72,-1.17,0.66,0.5,-2.89,-1.42,-2.12,1.12,7.49,-270.44
1.85,-1.61,-1.32,0.0,-1.03,1.41,-1.6,3.06,-7.03,-131.78
2.65,-2.7,0.66,2.02,-0.84,-0.87,-1.33,3.43,7.14,-23.49
0.46,-3.03,0.66,1.92,-2.38,0.52,-0.71,-2.76,-8.09,-146.68
0.18,-2.29,-0.51,1.18,-0.24,-0.75,-1.88,-3.81,-7.24,-246.94
0.76,-0.59,0.89,1.95,-2.85,1.57,-0.38,5.64,9.96,77.35
2.91,-1.84,-1.41,2.47,-1.45,0.71,1.06,0.27,9.68,140.37
0.99,-0.27,1.11,2.09,-1.47,-1.32,-1.81,1.92,6.68,-38.96
0.36,-0.0,-0.02,1.78,-1.97,-1.27,0.17,10.75,0.82,-54.43
0.67,-2.86,-1.24,2.1,-0.97,-0.49,0.37,-7.18,-6.58,-138.66
2.98,-1.2,0.07,0.9,-0.02,-0.82,1.29,-11.61,9.42,183.35
2.82,-1.48,0.45,2.47,-1.72,0.37,-0.94,-8.9,7.71,112.87
1.9,-1.61,0.14,2.82,-2.31,-0.09,0.58,4.85,10.22,81.93
0.72,-0.97,-1.5,1.05,-3.11,0.47,-2.21,3.21,0.67,-317.99
1.43,-1.87,1.36,0.5,-0.91,0.13,-2.16,8.82,6.09,-87.09
0.78,-0.55,0.89,1.35,-1.75,0.45,1.29,4.26,11.66,140.95
2.24,-1.81,-0.76,1.0,-2.46,-0.22,1.22,5.2,-2.73,-45.26
1.54,-3.07,-1.08,1.11,-2.59,0.08,0.36,-7.06,1.4,-209.13
3.0,-2.15,-0.88,3.08,-0.63,-0.16,1.27,-6.6,5.02,202.25
2.57,-0.49,-1.57,2.56,-2.84,0.52,-2.83,-0.59,5.03,-119.18
0.45,-2.37,0.41,2.13,-1.66,-0.98,-1.91,2.0,-4.94,-225.17
2.14,-0.82,0.93,0.49,-1.2,-0.87,-1.59,-1.05,9.51,-52.71
2.73,-2.54,0.44,0.69,-0.78,-0.96,-1.15,7.23,3.13,-89.95
0.76,-1.43,1.17,0.54,-0.62,-1.53,-2.23,8.17,2.8,-191.37
0.14,-2.58,0.4,2.2,-0.87,1.4,0.76,6.03,-0.65,83.08
2.9,-1.63,0.01,0.7,-0.51,0.31,-0.59,-1.3,14.93,68.18
1.33,-1.55,0.85,0.27,-0.98,-1.34,-1.7,6.98,2.59,-178.76
0.97,-0.59,0.87,1.76,-2.97,-1.41,-1.43,2.69,2.5,-160.43
2.29,-3.09,1.19,1.56,-1.24,-1.56,-1.41,3.44,1.18,-129.49
1.58,-1.58,-1.33,2.42,-1.16,0.22,-2.85,6.94,1.42,-154.7
0.28,-3.0,-0.41,1.97,-2.07,-0.03,1.32,-7.25,-4.47,-111.15
0.58,-2.2,0.74,1.54,-2.87,0.07,0.53,2.6,-8.13,-92.25
2.67,-0.47,0.0,2.53,-0.33,-0.94,1.48,-7.7,-2.92,283.04
1.92,-0.36,1.25,2.19,-2.36,-0.9,0.47,-6.59,8.94,126.62
0.01,-3.14,-0.34,2.64,-3.11,0.68,0.16,-7.4,0.94,-177.62
2.1,-1.43,-0.4,0.84,-0.74,0.83,-1.41,9.9,9.33,-12.03
0.74,-0.16,1.04,2.02,-3.11,1.51,0.11,1.28,9.94,123.19
0.25,-0.23,-0.53,1.67,-2.13,0.69,-0.21,14.12,-2.19,-28.07
2.8,-0.82,1.09,2.19,-2.35,1.43,-2.98,-7.36,1.87,77.92
0.63,-1.35,0.6,0.85,-1.3,-1.2,0.36,10.25,-5.08,-80.79
2.41,-2.12,1.07,1.58,-1.05,0.83,0.89,-6.69,7.6,206.84
2.12,-0.6,0.14,0.69,-1.52,1.44,-0.13,-4.43,14.76,122.61
2.94,-2.26,-0.69,2.58,-1.77,-0.53,1.06,4.64,8.29,76.2
0.27,-1.21,-1.55,1.78,-1.54,1.25,0.59,5.87,-9.54,-23.49
1.06,-0.37,-0.87,1.92,-3.08,1.49,-2.94,5.89,2.87,-159.86
2.22,-1.67,1.38,0.28,-0.57,-1.15,-1.79,0.95,8.91,-74.48
1.23,-2.18,-0.16,1.88,-2.4,-1.39,-2.21,3.8,-0.8,-299.66
2.61,-1.33,-0.91,1.92,-0.19,0.5,0.34,-6.61,10.39,168.45
2.43,-0.54,-0.89,0.6,-0.33,0.97,0.16,-4.05,14.65,137.51
0.09,-3.12,0.36,2.92,-2.04,1.07,0.13,3.61,-6.05,-33.8
0.2,-2.1,-0.81,0.07,-0.19,0.43,1.26,-6.0,-8.84,-65.32
2.43,-1.14,-0.5,0.11,-2.45,0.1,0.21,3.28,0.42,-71.05
0.8,-2.65,0.13,2.04,-1.22,-1.23,0.66,3.53,-8.86,-84.22
2.81,-2.39,-1.08,0.42,-2.04,1.05,0.37,5.16,-6.44,-49.27
2.28,-2.0,-0.31,2.46,-1.73,-0.36,0.11,7.9,7.68,25.78
1.95,-0.51,0.5,2.43,-1.7,0.41,-1.75,-6.47,8.5,76.2
2.76,-2.55,0.59,0.49,-2.79,-0.6,1.28,3.18,-0.83,-46.98
2.23,-0.28,0.77,2.87,-1.65,-0.87,-2.57,-4.86,3.31,28.65
2.58,-1.89,-0.83,2.34,-1.26,-0.64,-0.42,7.16,7.05,-6.88
3.06,-1.1,0.07,1.11,-1.54,-0.17,-3.01,-6.79,7.24,-90.53
1.37,-2.1,0.43,0.57,-2.37,-0.17,0.35,3.43,-5.71,-110.01
2.64,-1.43,0.9,1.72,-0.53,-1.24,0.45,-10.19,7.39,143.81
1.09,-1.15,-0.24,0.89,-0.38,-0.74,0.12,15.01,0.98,-23.49
0.78,-2.67,0.7,0.55,-2.79,-0.51,-0.64,-0.54,0.55,-262.41
2.98,-3.08,-0.29,1.45,-1.34,0.57,1.4,8.06,3.89,96.83
2.55,-2.99,0.16,1.93,-0.19,-1.37,1.15,5.97,7.2,71.05
2.9,-1.62,1.22,0.94,-0.88,-1.5,0.46,-6.84,9.81,87.09
2.61,-0.18,-0.21,1.46,-2.87,0.49,-0.84,-3.07,8.94,26.36
2.27,-2.8,-0.23,0.42,-0.62,-0.56,0.11,6.68,-8.92,-80.79
2.08,-1.88,-1.29,2.21,-0.9,-0.84,-1.25,7.21,-0.58,-107.14
2.83,-1.78,-1.35,0.51,-1.21,-0.85,0.94,5.89,-3.76,-52.14
2.22,-1.72,0.75,2.4,-3.1,0.74,-0.24,3.36,10.22,60.16
2.16,-2.02,-1.3,2.75,-2.92,-0.53,-2.87,1.96,0.31,-271.01
0.03,-0.58,0.06,2.24,-0.68,-0.07,-1.33,11.31,3.54,-18.91
1.9,-0.45,-1.28,0.33,-0.68,1.34,-2.45,8.3,5.91,-73.91
1.69,-1.85,1.1,1.34,-0.4,-1.39,-1.8,4.11,7.14,-75.06
1.04,-3.07,-1.3,2.66,-2.67,0.47,-0.82,-7.33,-0.04,-211.42
0.77,-2.13,-0.15,2.85,-1.82,1.49,-2.95,5.69,-2.13,-111.15
0.35,-2.73,-1.55,1.98,-1.51,0.12,-2.74,-4.53,0.36,-348.36
0.24,-2.6,1.24,2.43,-1.21,-0.18,0.25,9.83,-0.53,9.74
1.0,-0.56,-1.34,1.76,-3.07,0.12,-3.11,5.24,1.14,-297.94
2.93,-1.94,-1.26,3.06,-1.9,1.42,-1.1,-0.24,8.94,69.33
1.3,-3.13,-0.77,1.89,-2.78,-0.31,-1.2,-3.84,1.85,-286.48
0.71,-2.97,-0.15,1.35,-1.91,0.14,-0.01,-7.56,-6.09,-162.72
1.85,-2.41,-1.01,1.78,-2.15,0.2,-2.48,1.37,-3.5,-241.79
0.92,-2.37,-1.15,1.7,-0.68,0.01,-2.42,-0.45,-6.86,-228.61
1.67,-1.55,0.07,0.84,-2.41,-1.22,-0.16,1.99,0.73,-158.14
2.22,-1.9,0.61,0.37,-1.99,0.99,-1.78,7.57,3.85,-84.8
0.87,-2.71,0.92,0.23,-2.45,-0.31,0.71,-2.79,-4.3,-156.99
2.15,-0.0,-0.5,2.66,-0.09,-0.45,-0.74,-9.6,0.98,173.61
0.8,-1.05,-0.28,0.75,-1.85,0.05,1.34,11.02,-5.13,-13.75
2.91,-0.51,0.61,2.9,-1.57,-1.01,1.25,-8.12,-3.6,262.41
0.21,-1.01,1.39,1.68,-0.34,-0.2,-0.69,4.65,9.0,59.59
2.34,-0.27,-0.56,2.74,-0.33,-0.56,-2.84,-5.95,3.19,29.79
0.36,-3.02,1.55,2.84,-2.95,-0.34,-0.56,0.42,-7.03,-121.47
2.79,-1.72,0.15,0.05,-2.0,0.21,-2.26,2.15,4.0,-159.28
0.01,-0.29,-1.38,2.87,-0.4,1.55,1.21,3.24,1.72,204.55
3.11,-2.45,-1.13,2.34,-1.23,1.05,-2.54,4.33,4.97,-48.7
2.81,-1.64,0.53,0.86,-1.95,0.46,-1.13,1.95,10.44,-3.44
1.25,-2.23,-0.0,0.62,-2.57,-0.59,0.97,-0.93,-3.66,-146.1
1.03,-2.42,1.42,2.32,-2.48,0.79,-0.49,9.4,3.17,9.74
2.47,-0.12,-0.7,1.09,-1.74,0.26,-1.98,-2.22,9.64,-41.25
0.73,-2.67,-1.28,2.82,-0.08,0.43,-2.72,3.16,-3.63,-158.71
0.01,-0.24,0.98,1.21,-3.07,-1.38,-2.3,5.13,2.21,-274.45
1.23,-1.86,-0.08,1.68,-0.43,1.29,-1.54,10.06,5.73,16.62
1.86,-0.03,0.29,2.44,-1.4,1.47,1.51,-3.27,1.58,351.8
0.99,-3.06,0.98,1.93,-2.14,0.26,0.23,6.66,-6.84,-46.41
1.64,-1.13,-0.89,0.73,-0.1,-1.55,-2.31,7.54,2.98,-206.84
1.72,-2.32,0.63,0.4,-3.05,0.17,-3.1,4.23,1.01,-317.99
0.76,-1.21,-0.5,3.1,-1.38,-1.08,-2.86,5.83,1.74,-181.63
0.03,-1.6,-0.98,2.34,-0.88,-0.71,1.42,5.78,-9.92,-21.77
1.4,-2.04,1.27,1.63,-1.4,0.99,-0.08,3.31,11.12,101.41
1.6,-0.37,1.52,1.93,-0.66,1.27,-0.58,-1.87,-3.21,269.86
1.64,-0.29,-0.83,2.59,-0.69,0.24,-2.74,-1.56,8.86,-4.58
0.71,-1.68,1.4,1.54,-1.95,0.75,-0.75,11.4,4.75,1.15
2.72,-1.58,-0.62,3.12,-1.15,1.13,1.01,-5.68,1.22,265.28
0.64,-0.6,0.96,2.75,-1.91,0.98,-2.3,2.94,6.71,29.79
1.97,-3.12,0.79,2.45,-0.95,-1.34,-1.07,5.38,0.7,-72.77
1.88,-2.25,1.34,1.62,-2.77,1.39,0.12,4.79,9.17,76.2
3.07,-1.65,-0.19,1.78,-1.46,0.46,0.29,-6.44,11.96,131.78
2.71,-0.08,0.04,2.14,-0.05,0.24,-2.47,-7.65,-2.54,144.96
0.4,-1.61,-0.4,0.0,-0.26,-0.49,-2.14,-0.05,-8.07,-257.83
1.37,-0.47,0.29,2.56,-0.93,1.13,-1.05,-5.6,4.88,166.16
0.82,-0.88,-1.39,1.98,-3.08,0.41,0.46,2.96,-5.53,-96.26
2.4,-0.76,-0.58,0.93,-2.9,0.43,-2.99,-0.43,6.33,-198.82
2.95,-1.37,-1.26,1.4,-1.07,-0.13,1.01,3.79,11.49,87.66
0.59,-0.57,1.03,2.09,-2.68,-1.35,-1.57,5.19,1.21,-140.95
0.19,-2.93,1.35,0.3,-0.06,-1.14,-1.74,-0.44,-7.4,-230.9
2.97,-1.88,-1.07,1.88,-0.89,1.04,0.24,-1.09,11.28,131.21
0.95,-2.58,-1.46,1.52,-2.9,-1.11,-1.1,2.42,-0.01,-382.74
1.45,-2.66,-0.08,1.92,-1.54,1.01,1.44,8.0,-0.01,88.24
1.85,-1.57,0.97,2.24,-0.69,-0.64,-2.53,-1.26,6.62,-21.2
0.46,-0.03,-1.0,2.39,-2.92,1.37,-3.11,7.16,0.92,-162.72
0.49,-1.97,0.88,2.92,-2.95,0.13,1.24,8.85,-1.88,42.4
2.44,-2.29,-0.99,1.37,-2.9,-1.17,-0.22,-1.75,2.07,-215.43
1.08,-0.69,-0.95,2.36,-0.74,-0.89,0.65,10.43,8.69,46.98
0.72,-0.48,-1.08,1.81,-1.43,0.39,-2.07,10.78,-0.95,-122.61
3.09,-1.68,-1.43,2.77,-1.48,0.32,-3.09,-1.04,5.89,-85.94
1.32,-0.04,-0.52,2.45,-2.42,-1.27,-2.8,2.16,7.33,-187.93
0.12,-0.19,-1.57,0.56,-0.35,-0.12,-0.49,5.25,-11.78,-116.88
1.8,-0.18,0.63,2.68,-0.13,-0.56,-3.1,-1.6,1.99,65.32
0.47,-1.63,-0.84,1.49,-0.28,-0.25,-0.73,6.9,-11.04,-101.41
0.56,-2.7,-0.38,1.22,-1.92,-1.38,-1.09,-1.29,-0.57,-326.01
0.41,-0.3,0.63,1.05,-1.89,0.16,-0.73,13.02,3.74,-38.39
1.0,-1.3,-0.3,2.14,-1.28,0.23,1.12,10.4,6.77,92.25
2.2,-2.14,1.22,0.17,-2.01,-0.74,1.25,7.33,3.19,-2.86
0.18,-0.08,0.11,1.7,-3.12,1.21,0.85,11.59,3.12,48.7
2.44,-2.48,-0.92,2.94,-1.74,-1.05,0.88,7.67,0.72,4.01
1.93,-1.46,-0.42,1.8,-3.1,0.53,0.06,7.8,0.45,-37.82
0.58,-0.28,1.27,0.19,-0.1,-0.94,-1.13,7.96,10.21,-23.49
3.12,-0.69,1.25,0.86,-2.2,-0.42,-0.22,-9.88,4.57,97.4
0.98,-0.14,0.09,2.46,-0.56,0.11,-0.17,-5.03,7.5,158.71
2.06,-0.75,-1.53,0.44,-3.1,-0.95,-0.49,-0.95,7.87,-247.52
1.54,-2.22,-0.81,0.8,-2.34,0.97,1.31,2.32,-7.35,-42.97
1.56,-1.26,-0.55,0.81,-0.93,-0.68,0.37,12.47,-0.7,-38.96
0.41,-2.35,-1.3,0.87,-1.58,0.57,-1.92,-5.66,1.65,-303.67
1.23,-0.88,0.56,2.07,-2.28,-0.7,1.56,6.69,9.7,89.38
0.87,-2.7,1.27,0.85,-0.8,0.83,-2.36,8.91,-3.78,-116.88
2.42,-0.23,0.7,1.19,-2.4,-0.51,-2.73,-6.5,4.58,-89.38
2.11,-2.46,1.18,2.7,-2.82,0.01,-1.53,5.94,3.65,-46.41
2.06,-0.39,-0.83,1.57,-0.01,0.8,1.08,-7.0,7.5,245.23
2.94,-2.27,0.5,0.53,-1.4,-0.96,1.37,6.42,7.67,40.68
0.96,-2.4,-0.2,2.01,-3.14,-0.28,0.58,-2.86,-4.71,-141.52
2.09,-0.92,0.89,1.17,-2.62,-1.32,0.17,2.16,4.98,-30.94
0.81,-1.33,1.3,1.17,-1.23,-0.08,-2.15,8.78,5.3,-86.52
0.41,-3.07,1.35,3.01,-1.76,0.11,-2.77,3.11,-1.15,-155.84
2.06,-1.12,0.38,0.22,-1.66,-1.47,-0.62,1.94,4.34,-126.62
2.57,-0.18,1.44,2.84,-2.79,-0.05,1.3,-6.31,-3.14,293.93
0.8,-2.57,0.37,0.51,-1.81,-0.03,0.45,-2.93,-9.03,-130.63
0.43,-2.51,0.84,2.57,-0.36,0.35,-2.11,6.26,1.63,-45.26
1.62,-2.94,0.58,0.56,-3.12,1.22,-1.79,-0.75,-2.18,-221.73
0.14,-0.53,-1.26,1.6,-1.25,-1.24,-2.45,6.38,-4.64,-285.91
0.06,-2.33,-0.85,0.16,-1.07,0.15,0.14,-9.56,2.76,-214.29
1.68,-1.08,0.92,1.65,-0.38,0.39,0.27,-7.81,6.33,197.67
2.1,-1.93,-1.18,1.85,-3.05,0.57,-1.96,0.29,-1.07,-206.26
0.97,-3.1,-1.52,0.31,-2.01,1.33,-2.31,-2.16,5.47,-362.68
0.93,-0.46,0.69,1.42,-0.34,0.34,-2.09,1.14,11.23,28.07
2.82,-1.01,-1.19,1.88,-1.71,0.3,-1.23,2.46,9.81,-8.02
2.97,-2.82,-0.28,3.1,-2.2,0.38,-2.75,2.77,2.43,-91.67
2.89,-0.63,-1.52,2.36,-0.19,-0.05,-1.12,-9.92,8.07,99.69
1.69,-2.47,-0.87,0.32,-1.11,1.29,-1.62,-1.34,-9.0,-158.71
1.01,-2.68,0.68,0.19,-0.29,0.59,-0.39,9.12,-9.61,-50.99
1.87,-2.84,-0.21,3.01,-1.83,1.56,1.42,1.05,3.33,170.74
1.15,-1.26,-0.38,2.69,-1.6,-0.14,-2.95,6.56,3.86,-142.67
2.37,-0.96,-0.02,1.92,-2.81,-1.03,0.54,3.44,6.21,0.57
2.33,-2.95,1.11,1.5,-1.98,0.66,0.3,7.37,7.46,55.58
0.25,-1.8,1.27,2.35,-1.88,0.86,0.58,7.23,4.76,93.39
2.9,-0.16,0.51,0.42,-0.11,0.69,-1.45,-15.13,-2.37,160.43
1.84,-1.02,-1.33,1.19,-1.26,-1.18,-2.07,4.86,2.35,-219.44
2.22,-2.67,-0.32,2.78,-2.73,-1.28,1.41,4.39,-3.89,-33.8
2.03,-1.05,1.35,0.66,-0.23,1.06,0.88,-8.21,3.37,269.29
1.96,-0.13,-0.86,1.79,-2.51,-1.0,-1.32,0.56,4.44,-118.6
1.44,-0.74,-0.86,0.79,-0.3,0.19,-0.59,13.75,7.04,-4.01
1.27,-1.48,-1.33,0.14,-2.74,0.21,0.53,-1.85,1.42,-194.81
2.21,-0.69,1.01,2.79,-2.62,0.49,-0.58,-8.9,6.1,149.54
0.48,-0.26,1.46,0.93,-2.58,-0.25,-2.78,4.69,4.63,-171.89
1.43,-0.79,-0.03,0.51,-0.79,-1.33,-0.81,8.62,3.93,-103.71
2.46,-2.88,-0.53,0.45,-2.78,1.22,-2.54,0.06,-2.05,-263.56
1.93,-1.5,0.68,1.4,-0.18,1.25,-1.81,-3.99,10.3,101.41
2.65,-1.79,0.7,2.48,-1.75,-0.91,-2.96,-3.3,5.45,-90.53
2.09,-0.01,-1.05,0.21,-0.61,1.34,-2.96,2.06,10.55,-56.72
0.38,-3.0,-0.45,1.88,-1.65,1.56,1.4,-0.6,-5.66,6.88
2.72,-2.58,0.25,2.35,-0.56,-1.34,-1.47,2.46,5.74,-36.1
2.75,-2.99,-0.26,1.56,-2.27,0.63,-1.17,6.06,-4.83,-100.27
2.16,-3.01,0.4,1.36,-1.2,1.42,-0.51,9.54,4.09,35.52
2.91,-0.66,-0.28,2.29,-0.96,1.31,-2.96,-8.99,2.18,94.54
0.03,-0.09,-0.49,2.24,-2.95,1.46,-2.21,8.98,-3.05,-115.16
0.47,-1.68,0.98,1.6,-1.15,-0.13,-0.95,12.6,-0.45,-49.27
0.0,-0.75,-1.01,3.09,-3.0,1.21,-2.23,4.2,-6.42,-154.13
2.22,-1.63,0.85,2.37,-0.84,0.19,-3.02,-3.56,5.04,8.02
0.08,-1.37,-1.22,1.41,-0.68,0.88,-2.59,0.99,-9.46,-199.96
1.12,-1.35,-1.55,2.64,-2.05,0.48,-1.41,6.16,-4.95,-121.47
3.04,-2.5,-0.4,1.1,-2.58,-0.49,-0.87,0.62,-1.67,-154.7
0.16,-1.13,0.07,1.96,-0.35,-1.52,1.03,12.72,-1.08,12.61
0.47,-1.44,-0.37,2.05,-0.93,0.87,-0.16,12.75,0.41,28.07
1.74,-0.29,0.04,0.94,-0.03,-0.68,-3.01,-3.33,10.83,-73.91
0.1,-2.17,1.5,0.29,-1.93,1.09,1.27,7.87,-7.87,8.59
0.86,-0.25,0.25,2.69,-2.37,0.83,0.69,0.65,9.87,154.7
2.15,-1.62,1.41,0.19,-1.85,0.43,-1.22,5.04,8.91,-29.22
1.8,-2.27,-0.05,2.77,-1.4,-0.98,0.66,8.55,4.82,30.37
2.92,-0.19,1.14,0.85,-1.82,-0.13,-2.31,-9.09,0.0,26.36
2.5,-1.99,1.28,1.29,-2.11,0.75,0.2,-2.67,12.19,110.01
2.83,-0.62,1.32,0.86,-0.76,0.79,-1.66,-12.23,-3.18,158.14
0.77,-2.54,0.77,2.61,-0.82,0.32,-0.44,7.38,5.25,38.39
1.67,-1.37,0.27,1.99,-3.01,1.21,-2.33,6.22,4.08,-89.95
1.17,-1.16,0.04,2.12,-1.37,-1.4,0.89,10.76,5.61,16.62
0.87,-0.02,-0.81,2.52,-2.9,0.23,-0.09,10.96,3.66,-11.46
0.23,-0.05,0.87,0.23,-2.9,0.18,-0.1,7.13,-1.89,-88.24
1.44,-0.7,0.62,1.2,-0.9,0.47,-0.73,-0.52,15.06,80.21
1.04,-2.34,-1.25,1.16,-0.76,-1.04,-1.35,-3.99,-3.61,-260.12
0.39,-0.64,-1.36,0.6,-2.02,-0.05,-2.21,2.35,-2.62,-303.09
3.13,-0.17,-1.05,0.75,-2.8,-0.17,1.06,-1.32,4.59,42.97
2.49,-2.02,-1.46,2.1,-0.2,0.94,-0.93,5.08,9.16,52.71
1.95,-2.64,0.36,1.29,-0.17,1.45,-2.13,7.5,5.98,6.3
2.56,-2.55,-1.49,2.65,-1.54,1.38,-0.83,7.73,2.87,10.31
2.33,-1.01,-0.41,3.13,-0.52,0.99,0.16,-4.05,-1.62,267.57
1.35,-2.76,-0.55,1.28,-2.23,-0.13,-2.29,-1.53,-2.7,-305.39
1.31,-1.44,0.95,1.81,-0.52,-0.01,-1.77,2.47,10.26,18.91
1.01,-2.38,-0.24,2.31,-0.6,-0.42,1.4,9.68,0.45,61.88
1.4,-2.62,0.03,0.99,-1.07,-0.58,1.27,6.81,-8.86,-33.23
2.04,-0.54,1.07,3.01,-0.98,-0.13,-1.89,-4.15,0.88,147.82
0.15,-1.78,-0.98,1.99,-1.11,-0.94,-1.1,-2.44,-6.98,-216.01
1.27,-0.03,-0.33,2.02,-2.57,0.84,-0.49,5.78,12.09,40.68
0.06,-2.8,1.33,0.65,-1.41,0.04,0.49,-0.5,-11.7,-93.97
0.92,-0.88,-0.64,0.07,-3.1,1.28,-2.34,4.21,1.31,-268.72
0.33,-2.52,-0.62,0.58,-0.28,1.15,-0.51,-5.21,-10.33,-107.14
1.12,-1.22,1.29,0.84,-2.69,-0.87,-2.24,3.45,4.0,-216.01
2.88,-2.86,0.12,0.69,-0.58,0.51,-2.02,9.25,2.85,-72.19
1.22,-0.75,1.31,1.96,-2.87,1.22,-2.91,2.58,6.77,-46.98
0.65,-2.01,-0.19,2.04,-0.11,0.27,-0.66,11.58,0.16,-0.57
1.2,-1.22,-0.23,2.87,-0.66,0.62,0.19,-1.73,7.46,158.71
2.23,-2.2,-1.14,1.94,-1.14,1.39,-2.15,8.53,0.91,-61.31
2.81,-0.68,-0.65,2.59,-0.7,1.27,1.34,-5.19,-0.38,342.63
0.04,-2.42,0.07,3.14,-0.11,0.16,1.45,2.44,3.76,133.5
2.59,-2.82,0.1,2.1,-1.4,0.06,1.52,4.57,7.63,123.19
0.46,-0.73,-1.08,2.38,-2.1,0.58,1.24,11.72,-1.52,42.97
1.59,-1.24,0.01,1.61,-2.76,-0.21,0.49,8.96,1.44,-29.22
1.83,-0.82,0.79,2.17,-2.2,-0.31,0.83,-3.43,11.94,131.21
1.02,-0.44,-0.95,0.57,-0.42,-0.6,0.86,14.82,0.82,2.29
2.87,-0.36,0.13,0.74,-0.78,1.45,0.36,-13.47,-0.31,252.67
2.92,-2.4,1.11,1.38,-2.13,-0.85,-1.78,0.75,4.16,-100.27
0.7,-1.91,0.23,2.44,-1.38,0.67,-0.8,11.28,1.46,-2.86
2.48,-2.33,-0.71,2.96,-2.32,0.32,-1.54,6.61,1.17,-65.32
1.67,-0.55,1.12,1.69,-2.11,0.56,-2.07,-2.52,9.84,17.76
0.75,-2.41,0.38,0.89,-2.35,1.14,-2.76,1.4,-5.26,-249.81
0.5,-1.28,0.11,2.33,-1.49,-0.79,-1.86,8.23,-2.19,-142.09
1.32,-0.13,1.1,0.93,-1.89,1.23,0.96,-6.41,9.31,201.68
1.86,-2.76,-0.96,2.91,-0.6,-0.66,-2.37,3.95,-0.55,-147.82
2.34,-1.68,-0.09,1.5,-1.04,0.66,-0.1,2.09,14.0,91.1
2.17,-2.44,0.58,0.85,-0.21,0.75,1.15,3.12,9.68,163.29
1.7,-2.43,1.05,3.12,-0.03,1.2,0.13,-1.07,-4.79,271.58
2.16,-1.93,-0.55,2.31,-1.54,0.78,-0.32,7.02,9.56,52.14
